game_id,season,season_type,week,start_date,home_team_id,home_team,away_team_id,away_team,provider,spread,spread_open,over_under,over_under_open,home_moneyline,away_moneyline
401035253,2018,postseason,1,2018-12-15 18:30:00+00:00,309,Louisiana,2655,Tulane,teamrankings,3.5,,60.5,,,
401035253,2018,postseason,1,2018-12-15 18:30:00+00:00,309,Louisiana,2655,Tulane,numberfire,3,,60.5,,,
401035253,2018,postseason,1,2018-12-15 18:30:00+00:00,309,Louisiana,2655,Tulane,consensus,3,,60.5,,,
401035253,2018,postseason,1,2018-12-15 18:30:00+00:00,309,Louisiana,2655,Tulane,Caesars,3,,60,,,
401032054,2018,postseason,1,2018-12-15 19:00:00+00:00,249,North Texas,328,Utah State,teamrankings,7,,67.5,,,
401032054,2018,postseason,1,2018-12-15 19:00:00+00:00,249,North Texas,328,Utah State,numberfire,7,,67.5,,,
401032054,2018,postseason,1,2018-12-15 19:00:00+00:00,249,North Texas,328,Utah State,consensus,7,,68,,,
401032054,2018,postseason,1,2018-12-15 19:00:00+00:00,249,North Texas,328,Utah State,Caesars,7,,67.5,,,
401032055,2018,postseason,1,2018-12-15 20:30:00+00:00,278,Fresno State,9,Arizona State,teamrankings,-6,,54,,,
401032055,2018,postseason,1,2018-12-15 20:30:00+00:00,278,Fresno State,9,Arizona State,numberfire,-6,,54,,,
401032055,2018,postseason,1,2018-12-15 20:30:00+00:00,278,Fresno State,9,Arizona State,consensus,-6,,54,,,
401032055,2018,postseason,1,2018-12-15 20:30:00+00:00,278,Fresno State,9,Arizona State,Caesars,-6,,54.5,,,
401032056,2018,postseason,1,2018-12-15 22:30:00+00:00,2199,Eastern Michigan,290,Georgia Southern,teamrankings,3,,45.5,,,
401032056,2018,postseason,1,2018-12-15 22:30:00+00:00,2199,Eastern Michigan,290,Georgia Southern,numberfire,3,,45.5,,,
401032056,2018,postseason,1,2018-12-15 22:30:00+00:00,2199,Eastern Michigan,290,Georgia Southern,consensus,2.5,,45.5,,,
401032056,2018,postseason,1,2018-12-15 22:30:00+00:00,2199,Eastern Michigan,290,Georgia Southern,Caesars,2.5,,45.5,,,
401032057,2018,postseason,1,2018-12-16 02:00:00+00:00,2026,App State,2393,Middle Tennessee,teamrankings,-6.5,,48,,,
401032057,2018,postseason,1,2018-12-16 02:00:00+00:00,2026,App State,2393,Middle Tennessee,numberfire,-6.5,,48,,,
401032057,2018,postseason,1,2018-12-16 02:00:00+00:00,2026,App State,2393,Middle Tennessee,consensus,-6.5,,48,,,
401032057,2018,postseason,1,2018-12-16 02:00:00+00:00,2026,App State,2393,Middle Tennessee,Caesars,-6.5,,49.5,,,
401032058,2018,postseason,1,2018-12-19 00:00:00+00:00,2459,Northern Illinois,5,UAB,teamrankings,1,,41.5,,,
401032058,2018,postseason,1,2018-12-19 00:00:00+00:00,2459,Northern Illinois,5,UAB,numberfire,1.5,,41.5,,,
401032058,2018,postseason,1,2018-12-19 00:00:00+00:00,2459,Northern Illinois,5,UAB,consensus,,,41.5,,,
401032058,2018,postseason,1,2018-12-19 00:00:00+00:00,2459,Northern Illinois,5,UAB,Caesars,2,,41.5,,,
401032059,2018,postseason,1,2018-12-20 01:00:00+00:00,195,Ohio,21,San Diego State,teamrankings,-2.5,,49,,,
401032059,2018,postseason,1,2018-12-20 01:00:00+00:00,195,Ohio,21,San Diego State,numberfire,-2.5,,50,,,
401032059,2018,postseason,1,2018-12-20 01:00:00+00:00,195,Ohio,21,San Diego State,consensus,-2,,48,,,
401032059,2018,postseason,1,2018-12-20 01:00:00+00:00,195,Ohio,21,San Diego State,Caesars,-2,,48,,,
401032060,2018,postseason,1,2018-12-21 01:00:00+00:00,58,South Florida,276,Marshall,teamrankings,3.5,,51,,,
401032060,2018,postseason,1,2018-12-21 01:00:00+00:00,58,South Florida,276,Marshall,numberfire,3.5,,51.5,,,
401032060,2018,postseason,1,2018-12-21 01:00:00+00:00,58,South Florida,276,Marshall,consensus,3,,50,,,
401032060,2018,postseason,1,2018-12-21 01:00:00+00:00,58,South Florida,276,Marshall,Caesars,3,,50,,,
401032061,2018,postseason,1,2018-12-21 17:30:00+00:00,2649,Toledo,2229,Florida International,teamrankings,-7,,57.5,,,
401032061,2018,postseason,1,2018-12-21 17:30:00+00:00,2649,Toledo,2229,Florida International,numberfire,-7,,57,,,
401032061,2018,postseason,1,2018-12-21 17:30:00+00:00,2649,Toledo,2229,Florida International,consensus,-7,,57.5,,,
401032061,2018,postseason,1,2018-12-21 17:30:00+00:00,2649,Toledo,2229,Florida International,Caesars,-7,,57.5,,,
401032062,2018,postseason,1,2018-12-21 21:00:00+00:00,252,BYU,2711,Western Michigan,teamrankings,-10,,52,,,
401032062,2018,postseason,1,2018-12-21 21:00:00+00:00,252,BYU,2711,Western Michigan,numberfire,-10.5,,52,,,
401032062,2018,postseason,1,2018-12-21 21:00:00+00:00,252,BYU,2711,Western Michigan,consensus,-10,,52,,,
401032062,2018,postseason,1,2018-12-21 21:00:00+00:00,252,BYU,2711,Western Michigan,Caesars,-10,,52,,,
401032063,2018,postseason,1,2018-12-22 17:00:00+00:00,154,Wake Forest,235,Memphis,teamrankings,2,,71,,,
401032063,2018,postseason,1,2018-12-22 17:00:00+00:00,154,Wake Forest,235,Memphis,numberfire,2.5,,72,,,
401032063,2018,postseason,1,2018-12-22 17:00:00+00:00,154,Wake Forest,235,Memphis,consensus,2.5,,71,,,
401032063,2018,postseason,1,2018-12-22 17:00:00+00:00,154,Wake Forest,235,Memphis,Caesars,2.5,,72,,,
401032064,2018,postseason,1,2018-12-22 20:30:00+00:00,349,Army,248,Houston,teamrankings,-6.5,,56,,,
401032064,2018,postseason,1,2018-12-22 20:30:00+00:00,349,Army,248,Houston,numberfire,-6.5,,57.5,,,
401032064,2018,postseason,1,2018-12-22 20:30:00+00:00,349,Army,248,Houston,consensus,-6.5,,57,,,
401032064,2018,postseason,1,2018-12-22 20:30:00+00:00,349,Army,248,Houston,Caesars,-6.5,,57,,,
