game_id,season,season_type,week,start_date,home_team_id,home_team,away_team_id,away_team,provider,spread,spread_open,over_under,over_under_open,home_moneyline,away_moneyline
401256135,2020,postseason,1,2020-12-21 19:30:00+00:00,249,North Texas,2026,App State,teamrankings,14.5,,60.5,,,
401256135,2020,postseason,1,2020-12-21 19:30:00+00:00,249,North Texas,2026,App State,numberfire,21.5,,67.5,,,
401256135,2020,postseason,1,2020-12-21 19:30:00+00:00,249,North Texas,2026,App State,consensus,21.5,,67.5,,,
401256135,2020,postseason,1,2020-12-21 19:30:00+00:00,249,North Texas,2026,App State,William Hill (New Jersey),21.5,,68,,,
401256136,2020,postseason,1,2020-12-22 20:30:00+00:00,2440,Nevada,2655,Tulane,teamrankings,1,,56.5,,,
401256136,2020,postseason,1,2020-12-22 20:30:00+00:00,2440,Nevada,2655,Tulane,numberfire,1.5,,56.5,,,
401256136,2020,postseason,1,2020-12-22 20:30:00+00:00,2440,Nevada,2655,Tulane,consensus,1.5,,56.5,,,
401256136,2020,postseason,1,2020-12-22 20:30:00+00:00,2440,Nevada,2655,Tulane,William Hill (New Jersey),1,,56.5,,,
401256137,2020,postseason,1,2020-12-23 00:00:00+00:00,252,BYU,2116,UCF,teamrankings,-6,,79,,,
401256137,2020,postseason,1,2020-12-23 00:00:00+00:00,252,BYU,2116,UCF,numberfire,-6.5,,79.5,,,
401256137,2020,postseason,1,2020-12-23 00:00:00+00:00,252,BYU,2116,UCF,consensus,-6,,80,,,
401256137,2020,postseason,1,2020-12-23 00:00:00+00:00,252,BYU,2116,UCF,William Hill (New Jersey),-6,,79.5,,,
401256138,2020,postseason,1,2020-12-23 20:00:00+00:00,290,Georgia Southern,2348,Louisiana Tech,teamrankings,-7.5,,48,,,
401256138,2020,postseason,1,2020-12-23 20:00:00+00:00,290,Georgia Southern,2348,Louisiana Tech,numberfire,-7.5,,47.5,,,
401256138,2020,postseason,1,2020-12-23 20:00:00+00:00,290,Georgia Southern,2348,Louisiana Tech,consensus,-7,,48,,,
401256138,2020,postseason,1,2020-12-23 20:00:00+00:00,290,Georgia Southern,2348,Louisiana Tech,William Hill (New Jersey),-7,,48,,,
401256139,2020,postseason,1,2020-12-24 00:00:00+00:00,2226,Florida Atlantic,235,Memphis,teamrankings,9,,53,,,
401256139,2020,postseason,1,2020-12-24 00:00:00+00:00,2226,Florida Atlantic,235,Memphis,numberfire,9.5,,53.5,,,
401256139,2020,postseason,1,2020-12-24 00:00:00+00:00,2226,Florida Atlantic,235,Memphis,consensus,9,,52.5,,,
401256139,2020,postseason,1,2020-12-24 00:00:00+00:00,2226,Florida Atlantic,235,Memphis,William Hill (New Jersey),9,,52.5,,,
401256140,2020,postseason,1,2020-12-24 20:30:00+00:00,248,Houston,62,Hawai'i,teamrankings,-7,,60.5,,,
401256140,2020,postseason,1,2020-12-24 20:30:00+00:00,248,Houston,62,Hawai'i,numberfire,-7.5,,60.5,,,
401256140,2020,postseason,1,2020-12-24 20:30:00+00:00,248,Houston,62,Hawai'i,consensus,-7,,60.5,,,
401256140,2020,postseason,1,2020-12-24 20:30:00+00:00,248,Houston,62,Hawai'i,William Hill (New Jersey),-7,,60.5,,,
401256141,2020,postseason,1,2020-12-25 19:30:00+00:00,2084,Buffalo,276,Marshall,teamrankings,-5.5,,53.5,,,
401256141,2020,postseason,1,2020-12-25 19:30:00+00:00,2084,Buffalo,276,Marshall,numberfire,-4.5,,53.5,,,
401256141,2020,postseason,1,2020-12-25 19:30:00+00:00,2084,Buffalo,276,Marshall,consensus,-5.5,,53.5,,,
401256141,2020,postseason,1,2020-12-25 19:30:00+00:00,2084,Buffalo,276,Marshall,William Hill (New Jersey),-5.5,,54,,,
401256144,2020,postseason,1,2020-12-26 20:30:00+00:00,2636,UTSA,309,Louisiana,teamrankings,14,,54.5,,,
401256144,2020,postseason,1,2020-12-26 20:30:00+00:00,2636,UTSA,309,Louisiana,numberfire,14.5,,54.5,,,
401256144,2020,postseason,1,2020-12-26 20:30:00+00:00,2636,UTSA,309,Louisiana,consensus,14,,54.5,,,
401256144,2020,postseason,1,2020-12-26 20:30:00+00:00,2636,UTSA,309,Louisiana,William Hill (New Jersey),14,,55,,,
401256145,2020,postseason,1,2020-12-26 20:30:00+00:00,2247,Georgia State,98,Western Kentucky,teamrankings,-3,,50,,,
401256145,2020,postseason,1,2020-12-26 20:30:00+00:00,2247,Georgia State,98,Western Kentucky,numberfire,-3.5,,50.5,,,
401256145,2020,postseason,1,2020-12-26 20:30:00+00:00,2247,Georgia State,98,Western Kentucky,consensus,-3.5,,50.5,,,
401256145,2020,postseason,1,2020-12-26 20:30:00+00:00,2247,Georgia State,98,Western Kentucky,William Hill (New Jersey),-3,,50.5,,,
401256143,2020,postseason,1,2020-12-27 00:30:00+00:00,324,Coastal Carolina,2335,Liberty,teamrankings,-6.5,,60.5,,,
401256143,2020,postseason,1,2020-12-27 00:30:00+00:00,324,Coastal Carolina,2335,Liberty,numberfire,-6.5,,60.5,,,
401256143,2020,postseason,1,2020-12-27 00:30:00+00:00,324,Coastal Carolina,2335,Liberty,consensus,-6.5,,60,,,
401256143,2020,postseason,1,2020-12-27 00:30:00+00:00,324,Coastal Carolina,2335,Liberty,William Hill (New Jersey),-6.5,,60,,,
401256150,2020,postseason,1,2020-12-29 22:30:00+00:00,2390,Miami,197,Oklahoma State,Bovada,2.5,,58.5,,,
401256150,2020,postseason,1,2020-12-29 22:30:00+00:00,2390,Miami,197,Oklahoma State,teamrankings,1,,63,,,
