game_id,season,season_type,week,start_date,completed,neutral_site,conference_game,attendance,venue_id,venue,home_team_id,home_team,away_team_id,away_team,home_points,away_points
401282714,2021,regular,1,2021-08-28 17:20:00+00:00,True,False,True,41064,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,158,Nebraska,30,22
401286187,2021,regular,1,2021-08-28 18:00:00+00:00,True,False,False,26043,3660,Valley Children's Stadium,278,Fresno State,41,UConn,45,0
401309833,2021,regular,1,2021-08-28 19:30:00+00:00,True,False,False,32982,1056,Rose Bowl,26,UCLA,62,Hawai'i,44,10
401282049,2021,regular,1,2021-08-29 01:30:00+00:00,True,False,False,19034,3601,Aggie Memorial Stadium,166,New Mexico State,2638,UTEP,3,30
401310693,2021,regular,1,2021-08-29 02:00:00+00:00,True,False,False,16204,3935,CEFCU Stadium,23,San José State,253,Southern Utah,45,14
401282050,2021,regular,1,2021-09-01 23:30:00+00:00,True,True,False,9122,3689,Cramton Bowl,55,Jacksonville State,5,UAB,0,31
401300995,2021,regular,1,2021-09-02 23:00:00+00:00,True,False,False,43928,3652,FBC Mortgage Stadium,2116,UCF,68,Boise State,36,31
401309542,2021,regular,1,2021-09-02 23:00:00+00:00,True,False,False,17521,3965,UB Stadium,2084,Buffalo,2681,Wagner,69,7
401309540,2021,regular,1,2021-09-02 23:00:00+00:00,True,False,False,13149,3919,Scheumann Stadium,2050,Ball State,2710,Western Illinois,31,21
401328545,2021,regular,1,2021-09-02 23:00:00+00:00,True,False,False,16236,3654,Brooks Stadium (SC),324,Coastal Carolina,2643,The Citadel,52,14
401300993,2021,regular,1,2021-09-02 23:30:00+00:00,True,False,False,36752,3792,Kidd Brewer Stadium,2026,App State,151,East Carolina,33,19
401282607,2021,regular,1,2021-09-02 23:30:00+00:00,True,False,False,52633,3670,Carter-Finley Stadium,152,NC State,58,South Florida,45,0
401309834,2021,regular,1,2021-09-02 23:30:00+00:00,True,False,False,51511,587,Rice-Eccles Stadium,254,Utah,2692,Weber State,40,17
401300994,2021,regular,1,2021-09-02 23:30:00+00:00,True,False,False,15085,3674,Chapman Stadium,202,Tulsa,302,UC Davis,17,19
401282180,2021,regular,1,2021-09-03 00:00:00+00:00,True,False,False,16236,3796,Houchens Industries-L.T. Smith Stadium,98,Western Kentucky,2630,UT Martin,59,21
401310696,2021,regular,1,2021-09-03 00:00:00+00:00,True,False,False,15908,3971,University Stadium (NM),167,New Mexico,2277,Houston Christian,27,17
401281952,2021,regular,1,2021-09-03 00:00:00+00:00,True,False,False,84314,3853,Neyland Stadium,2633,Tennessee,189,Bowling Green,38,6
401282789,2021,regular,1,2021-09-03 00:00:00+00:00,True,False,True,50805,3953,Huntington Bank Stadium,135,Minnesota,194,Ohio State,31,45
401282051,2021,regular,1,2021-09-03 00:05:00+00:00,True,False,False,0,218,FIU Stadium,2229,Florida International,2341,Long Island University,48,10
401310694,2021,regular,1,2021-09-03 02:00:00+00:00,True,False,False,21970,6501,Allegiant Stadium,2439,UNLV,331,Eastern Washington,33,35
401309835,2021,regular,1,2021-09-03 02:30:00+00:00,True,False,False,44456,3947,Mountain America Stadium,9,Arizona State,253,Southern Utah,41,14
401309937,2021,regular,1,2021-09-03 22:00:00+00:00,True,False,True,65632,3799,Lane Stadium,259,Virginia Tech,153,North Carolina,17,10
401282052,2021,regular,1,2021-09-03 23:00:00+00:00,True,False,False,14125,4418,Jerry Richardson Stadium,2429,Charlotte,150,Duke,31,28
401309541,2021,regular,1,2021-09-03 23:00:00+00:00,True,False,False,16461,3912,Rynearson Stadium,2199,Eastern Michigan,2598,St. Francis (PA),35,15
401282608,2021,regular,1,2021-09-03 23:00:00+00:00,True,False,False,25673,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,295,Old Dominion,42,10
401287888,2021,regular,1,2021-09-04 00:00:00+00:00,True,False,False,26103,3833,Memorial Stadium,2305,Kansas,233,South Dakota,17,14
401310695,2021,regular,1,2021-09-04 01:00:00+00:00,True,False,False,32327,5388,Canvas Stadium,36,Colorado State,2571,South Dakota State,23,42
401309836,2021,regular,1,2021-09-04 01:00:00+00:00,True,False,False,44153,3726,Folsom Field,38,Colorado,2458,Northern Colorado,35,7
401282782,2021,regular,1,2021-09-04 01:00:00+00:00,True,False,True,34248,3911,Ryan Field,77,Northwestern,127,Michigan State,21,38
401327913,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,False,85938,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,2230,Fordham,52,7
401282822,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,False,52519,6577,SHI Stadium,164,Rutgers,218,Temple,61,14
401282609,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,False,28991,3615,"Alumni Stadium (Chestnut Hill, MA)",103,Boston College,2142,Colgate,51,0
401282772,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,False,109295,3558,Michigan Stadium,130,Michigan,2711,Western Michigan,47,14
401281947,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,False,47693,3683,Kroger Field,96,Kentucky,2433,UL Monroe,45,10
401282815,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,True,76832,347,Camp Randall Stadium,275,Wisconsin,213,Penn State,10,16
401287894,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,False,42206,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,2655,Tulane,40,35
401286188,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,False,18782,3892,Pratt & Whitney Stadium,41,UConn,107,Holy Cross,28,38
401309601,2021,regular,1,2021-09-04 16:00:00+00:00,True,False,False,18280,4246,Center Parc Stadium,2247,Georgia State,349,Army,10,43
401287889,2021,regular,1,2021-09-04 16:00:00+00:00,True,True,False,28668,3687,AT&T Stadium,2306,Kansas State,24,Stanford,24,7
401310861,2021,regular,1,2021-09-04 18:00:00+00:00,True,False,False,30012,3713,Falcon Stadium,2005,Air Force,322,Lafayette,35,14
401309838,2021,regular,1,2021-09-04 18:00:00+00:00,True,False,False,43276,3626,Autzen Stadium,2483,Oregon,278,Fresno State,31,24
401281943,2021,regular,1,2021-09-04 18:00:00+00:00,True,False,False,64065,3887,Razorback Stadium,8,Arkansas,242,Rice,38,17
401281942,2021,regular,1,2021-09-04 19:30:00+00:00,True,True,False,71829,5348,Mercedes-Benz Stadium,2390,Miami,333,Alabama,13,44
401282723,2021,regular,1,2021-09-04 19:30:00+00:00,True,False,True,68166,3793,Kinnick Stadium,2294,Iowa,84,Indiana,34,6
401282174,2021,regular,1,2021-09-04 19:30:00+00:00,True,False,False,30131,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,276,Marshall,7,49
401300996,2021,regular,1,2021-09-04 19:30:00+00:00,True,False,False,37978,3854,Nippert Stadium,2132,Cincinnati,193,Miami (OH),49,14
401282764,2021,regular,1,2021-09-04 19:30:00+00:00,True,False,False,43811,3665,SECU Stadium,120,Maryland,277,West Virginia,30,24
401282612,2021,regular,1,2021-09-04 20:00:00+00:00,True,False,False,41486,3752,Acrisure Stadium,221,Pittsburgh,113,Massachusetts,51,7
401281950,2021,regular,1,2021-09-04 20:00:00+00:00,True,False,False,46237,3838,Memorial Stadium,142,Missouri,2117,Central Michigan,34,24
401281949,2021,regular,1,2021-09-04 20:00:00+00:00,True,False,False,44669,3693,Davis Wade Stadium,344,Mississippi State,2348,Louisiana Tech,35,34
