game_id,season,season_type,week,start_date,completed,neutral_site,conference_game,attendance,venue_id,venue,home_team_id,home_team,away_team_id,away_team,home_points,away_points
401013357,2018,regular,1,2018-08-25 21:30:00+00:00,True,False,False,8684,3985,Warren McGuirk Alumni Stadium,113,Massachusetts,2184,Duquesne,63,15
401014972,2018,regular,1,2018-08-25 23:00:00+00:00,True,False,False,20050,3895,Rice Stadium,242,Rice,2504,Prairie View A&M,31,28
401022510,2018,regular,1,2018-08-25 23:30:00+00:00,True,False,True,31007,5388,Canvas Stadium,36,Colorado State,62,Hawai'i,34,43
401013437,2018,regular,1,2018-08-26 02:00:00+00:00,True,False,False,20322,3601,Aggie Memorial Stadium,166,New Mexico State,2751,Wyoming,7,29
401021651,2018,regular,1,2018-08-30 23:00:00+00:00,True,False,False,23088,4246,Center Parc Stadium,2247,Georgia State,338,Kennesaw State,24,20
401020671,2018,regular,1,2018-08-30 23:00:00+00:00,True,False,False,9801,3919,Scheumann Stadium,2050,Ball State,2115,Central Connecticut,42,6
401019470,2018,regular,1,2018-08-30 23:00:00+00:00,True,False,True,23081,3892,Pratt & Whitney Stadium,41,UConn,2116,UCF,17,56
401013328,2018,regular,1,2018-08-30 23:00:00+00:00,True,False,False,41291,3953,Huntington Bank Stadium,135,Minnesota,166,New Mexico State,48,10
401013086,2018,regular,1,2018-08-31 00:00:00+00:00,True,False,False,15478,4729,Yulman Stadium,2655,Tulane,154,Wake Forest,17,23
401014979,2018,regular,1,2018-08-31 00:00:00+00:00,True,True,False,27124,3803,Legion Field,5,UAB,2542,Savannah St,52,0
401012675,2018,regular,1,2018-08-31 00:00:00+00:00,True,False,False,45988,587,Rice-Eccles Stadium,254,Utah,2692,Weber State,41,10
401013489,2018,regular,1,2018-08-31 00:00:00+00:00,True,False,False,50103,3646,Boone Pickens Stadium,197,Oklahoma State,2623,Missouri State,58,17
401021655,2018,regular,1,2018-08-31 00:00:00+00:00,True,False,False,10137,3817,Malone Stadium,2433,UL Monroe,2545,SE Louisiana,34,31
401013342,2018,regular,1,2018-08-31 00:00:00+00:00,True,False,True,47410,3907,Ross-Ade Stadium,2509,Purdue,77,Northwestern,27,31
401012258,2018,regular,1,2018-08-31 00:30:00+00:00,True,False,False,95855,3795,Kyle Field,245,Texas A&M,2466,Northwestern State,59,7
401022511,2018,regular,1,2018-08-31 02:00:00+00:00,True,False,False,12675,3935,CEFCU Stadium,23,San José State,302,UC Davis,38,44
401020673,2018,regular,1,2018-08-31 22:00:00+00:00,True,False,False,20628,3980,Waldo Stadium,2711,Western Michigan,183,Syracuse,42,55
401020672,2018,regular,1,2018-08-31 22:30:00+00:00,True,False,False,14357,3912,Rynearson Stadium,2199,Eastern Michigan,2405,Monmouth,51,17
401012880,2018,regular,1,2018-08-31 23:00:00+00:00,True,False,False,73114,3936,Spartan Stadium,127,Michigan State,328,Utah State,38,31
401013089,2018,regular,1,2018-08-31 23:00:00+00:00,True,False,False,26017,3982,Wallace Wade Stadium,150,Duke,349,Army,34,14
401022512,2018,regular,1,2018-09-01 01:00:00+00:00,True,False,False,40913,3940,Stanford Stadium,24,Stanford,21,San Diego State,31,10
401013354,2018,regular,1,2018-09-01 01:00:00+00:00,True,False,False,74145,347,Camp Randall Stadium,275,Wisconsin,98,Western Kentucky,34,3
401022517,2018,regular,1,2018-09-01 01:00:00+00:00,True,False,False,17525,3816,Mackay Stadium,2440,Nevada,2502,Portland State,72,19
401012680,2018,regular,1,2018-09-01 01:30:00+00:00,True,True,False,70158,3937,Sports Authority Field at Mile High,36,Colorado State,38,Colorado,13,45
401019473,2018,regular,1,2018-09-01 16:00:00+00:00,True,False,False,32357,3806,Lincoln Financial Field,218,Temple,222,Villanova,17,19
401013072,2018,regular,1,2018-09-01 16:00:00+00:00,True,False,False,42219,3616,Amon G. Carter Stadium,2628,TCU,2582,Southern,55,7
