season,season_type,week,team_id,school,conference,cfp_rank,ap_rank,coaches_rank,effective_rank,ranking_source
2023,postseason,1,130,Michigan,Big Ten,1,1,1,1,CFP
2023,postseason,1,264,Washington,Pac-12,2,2,2,2,CFP
2023,postseason,1,251,Texas,Big 12,3,3,4,3,CFP
2023,postseason,1,61,Georgia,SEC,4,4,3,4,CFP
2023,postseason,1,333,Alabama,SEC,5,5,5,5,CFP
2023,postseason,1,52,Florida State,ACC,6,6,6,6,CFP
2023,postseason,1,2483,Oregon,Pac-12,6,6,7,6,CFP
2023,postseason,1,142,Missouri,SEC,8,8,8,8,CFP
2023,postseason,1,145,Ole Miss,SEC,9,,9,9,CFP
2023,postseason,1,344,Mississippi State,SEC,,9,,9,AP
2023,postseason,1,194,Ohio State,Big Ten,10,10,10,10,CFP
2023,postseason,1,12,Arizona,Pac-12,11,11,11,11,CFP
2023,postseason,1,99,LSU,SEC,12,12,12,12,CFP
2023,postseason,1,213,Penn State,Big Ten,13,13,13,13,CFP
2023,postseason,1,87,Notre Dame,FBS Independents,14,14,14,14,CFP
2023,postseason,1,201,Oklahoma,Big 12,15,15,15,15,CFP
2023,postseason,1,197,Oklahoma State,Big 12,16,16,16,16,CFP
2023,postseason,1,2633,Tennessee,SEC,17,17,17,17,CFP
2023,postseason,1,2306,Kansas State,Big 12,18,18,19,18,CFP
2023,postseason,1,97,Louisville,ACC,19,19,18,19,CFP
2023,postseason,1,228,Clemson,ACC,20,20,20,20,CFP
2023,postseason,1,152,NC State,ACC,21,21,21,21,CFP
2023,postseason,1,2567,SMU,American Athletic,22,22,24,22,CFP
2023,postseason,1,2305,Kansas,Big 12,23,23,23,23,CFP
2023,postseason,1,2294,Iowa,Big Ten,24,24,22,24,CFP
2023,postseason,1,277,West Virginia,Big 12,,,25,25,Coaches
2023,postseason,1,2335,Liberty,Conference USA,25,25,,25,CFP
2023,regular,1,61,Georgia,SEC,,1,1,1,AP
2023,regular,1,130,Michigan,Big Ten,,2,2,2,AP
2023,regular,1,194,Ohio State,Big Ten,,3,4,3,AP
2023,regular,1,333,Alabama,SEC,,4,3,4,AP
2023,regular,1,99,LSU,SEC,,5,5,5,AP
2023,regular,1,30,USC,Pac-12,,6,6,6,AP
2023,regular,1,213,Penn State,Big Ten,,7,7,7,AP
2023,regular,1,52,Florida State,ACC,,8,8,8,AP
2023,regular,1,228,Clemson,ACC,,9,9,9,AP
2023,regular,1,264,Washington,Pac-12,,10,11,10,AP
2023,regular,1,251,Texas,Big 12,,11,12,11,AP
2023,regular,1,2633,Tennessee,SEC,,12,10,12,AP
2023,regular,1,87,Notre Dame,FBS Independents,,13,13,13,AP
2023,regular,1,254,Utah,Pac-12,,14,14,14,AP
2023,regular,1,2483,Oregon,Pac-12,,15,15,15,AP
2023,regular,1,2306,Kansas State,Big 12,,16,17,16,AP
2023,regular,1,2628,TCU,Big 12,,17,16,17,AP
2023,regular,1,204,Oregon State,Pac-12,,18,18,18,AP
2023,regular,1,275,Wisconsin,Big Ten,,19,21,19,AP
2023,regular,1,201,Oklahoma,Big 12,,20,19,20,AP
2023,regular,1,153,North Carolina,ACC,,21,20,21,AP
2023,regular,1,145,Ole Miss,SEC,,22,22,22,AP
2023,regular,1,245,Texas A&M,SEC,,23,25,23,AP
2023,regular,1,2641,Texas Tech,Big 12,,,24,24,Coaches
2023,regular,1,2655,Tulane,American Athletic,,24,23,24,AP
2023,regular,1,2294,Iowa,Big Ten,,25,,25,AP
2023,regular,2,61,Georgia,SEC,,1,1,1,AP
2023,regular,2,130,Michigan,Big Ten,,2,2,2,AP
2023,regular,2,333,Alabama,SEC,,3,3,3,AP
2023,regular,2,52,Florida State,ACC,,4,5,4,AP
2023,regular,2,194,Ohio State,Big Ten,,5,4,5,AP
2023,regular,2,30,USC,Pac-12,,6,6,6,AP
2023,regular,2,213,Penn State,Big Ten,,7,7,7,AP
2023,regular,2,264,Washington,Pac-12,,8,8,8,AP
2023,regular,2,2633,Tennessee,SEC,,9,9,9,AP
2023,regular,2,87,Notre Dame,FBS Independents,,10,11,10,AP
2023,regular,2,251,Texas,Big 12,,11,10,11,AP
2023,regular,2,254,Utah,Pac-12,,12,12,12,AP
2023,regular,2,2483,Oregon,Pac-12,,13,13,13,AP
2023,regular,2,99,LSU,SEC,,14,14,14,AP
2023,regular,2,2306,Kansas State,Big 12,,15,15,15,AP
2023,regular,2,204,Oregon State,Pac-12,,16,18,16,AP
2023,regular,2,153,North Carolina,ACC,,17,16,17,AP
2023,regular,2,201,Oklahoma,Big 12,,18,17,18,AP
2023,regular,2,275,Wisconsin,Big Ten,,19,19,19,AP
2023,regular,2,145,Ole Miss,SEC,,20,20,20,AP
2023,regular,2,150,Duke,ACC,,21,24,21,AP
2023,regular,2,38,Colorado,Pac-12,,22,25,22,AP
2023,regular,2,245,Texas A&M,SEC,,23,23,23,AP
2023,regular,2,2655,Tulane,American Athletic,,24,22,24,AP
2023,regular,2,228,Clemson,ACC,,25,21,25,AP
2023,regular,3,61,Georgia,SEC,,1,1,1,AP
2023,regular,3,130,Michigan,Big Ten,,2,2,2,AP
2023,regular,3,52,Florida State,ACC,,3,3,3,AP
2023,regular,3,251,Texas,Big 12,,4,6,4,AP
2023,regular,3,30,USC,Pac-12,,5,5,5,AP
2023,regular,3,194,Ohio State,Big Ten,,6,4,6,AP
2023,regular,3,213,Penn State,Big Ten,,7,7,7,AP
2023,regular,3,264,Washington,Pac-12,,8,8,8,AP
2023,regular,3,87,Notre Dame,FBS Independents,,9,11,9,AP
2023,regular,3,333,Alabama,SEC,,10,10,10,AP
2023,regular,3,2633,Tennessee,SEC,,11,9,11,AP
2023,regular,3,254,Utah,Pac-12,,12,12,12,AP
2023,regular,3,2483,Oregon,Pac-12,,13,13,13,AP
2023,regular,3,99,LSU,SEC,,14,14,14,AP
2023,regular,3,2306,Kansas State,Big 12,,15,15,15,AP
2023,regular,3,204,Oregon State,Pac-12,,16,17,16,AP
2023,regular,3,145,Ole Miss,SEC,,17,19,17,AP
2023,regular,3,38,Colorado,Pac-12,,18,21,18,AP
2023,regular,3,201,Oklahoma,Big 12,,19,16,19,AP
2023,regular,3,153,North Carolina,ACC,,20,18,20,AP
2023,regular,3,150,Duke,ACC,,21,20,21,AP
2023,regular,3,228,Clemson,ACC,,,22,22,Coaches
2023,regular,3,2390,Miami,ACC,,22,23,22,AP
2023,regular,3,265,Washington State,Pac-12,,23,,23,AP
2023,regular,3,26,UCLA,Pac-12,,24,25,24,AP
2023,regular,3,2294,Iowa,Big Ten,,25,24,25,AP
2023,regular,4,61,Georgia,SEC,,1,1,1,AP
2023,regular,4,130,Michigan,Big Ten,,2,2,2,AP
2023,regular,4,251,Texas,Big 12,,3,6,3,AP
2023,regular,4,52,Florida State,ACC,,4,3,4,AP
2023,regular,4,30,USC,Pac-12,,5,5,5,AP
2023,regular,4,194,Ohio State,Big Ten,,6,4,6,AP
2023,regular,4,213,Penn State,Big Ten,,7,7,7,AP
2023,regular,4,264,Washington,Pac-12,,8,8,8,AP
2023,regular,4,87,Notre Dame,FBS Independents,,9,9,9,AP
2023,regular,4,2483,Oregon,Pac-12,,10,11,10,AP
2023,regular,4,254,Utah,Pac-12,,11,10,11,AP
2023,regular,4,99,LSU,SEC,,12,13,12,AP
2023,regular,4,333,Alabama,SEC,,13,12,13,AP
2023,regular,4,204,Oregon State,Pac-12,,14,15,14,AP
2023,regular,4,145,Ole Miss,SEC,,15,16,15,AP
2023,regular,4,201,Oklahoma,Big 12,,16,14,16,AP
2023,regular,4,153,North Carolina,ACC,,17,17,17,AP
2023,regular,4,150,Duke,ACC,,18,18,18,AP
2023,regular,4,38,Colorado,Pac-12,,19,19,19,AP
2023,regular,4,2390,Miami,ACC,,20,21,20,AP
2023,regular,4,265,Washington State,Pac-12,,21,24,21,AP
2023,regular,4,26,UCLA,Pac-12,,22,25,22,AP
2023,regular,4,228,Clemson,ACC,,,23,23,Coaches
2023,regular,4,2633,Tennessee,SEC,,23,20,23,AP
2023,regular,4,2294,Iowa,Big Ten,,24,22,24,AP
2023,regular,4,57,Florida,SEC,,25,,25,AP
2023,regular,5,61,Georgia,SEC,,1,1,1,AP
2023,regular,5,130,Michigan,Big Ten,,2,2,2,AP
2023,regular,5,251,Texas,Big 12,,3,5,3,AP
2023,regular,5,194,Ohio State,Big Ten,,4,3,4,AP
2023,regular,5,52,Florida State,ACC,,5,4,5,AP
2023,regular,5,213,Penn State,Big Ten,,6,7,6,AP
2023,regular,5,264,Washington,Pac-12,,7,8,7,AP
2023,regular,5,30,USC,Pac-12,,8,6,8,AP
2023,regular,5,2483,Oregon,Pac-12,,9,9,9,AP
2023,regular,5,254,Utah,Pac-12,,10,10,10,AP
2023,regular,5,87,Notre Dame,FBS Independents,,11,13,11,AP
2023,regular,5,333,Alabama,SEC,,12,11,12,AP
2023,regular,5,99,LSU,SEC,,13,12,13,AP
2023,regular,5,201,Oklahoma,Big 12,,14,14,14,AP
2023,regular,5,153,North Carolina,ACC,,15,15,15,AP
2023,regular,5,265,Washington State,Pac-12,,16,17,16,AP
2023,regular,5,150,Duke,ACC,,17,16,17,AP
2023,regular,5,2390,Miami,ACC,,18,18,18,AP
2023,regular,5,204,Oregon State,Pac-12,,19,21,19,AP
2023,regular,5,145,Ole Miss,SEC,,20,20,20,AP
