season,season_type,week,team_id,school,conference,cfp_rank,ap_rank,coaches_rank,effective_rank,ranking_source
2016,postseason,1,228,Clemson,ACC,,1,1,1,AP
2016,postseason,1,333,Alabama,SEC,,2,2,2,AP
2016,postseason,1,30,USC,Pac-12,,3,5,3,AP
2016,postseason,1,264,Washington,Pac-12,,4,4,4,AP
2016,postseason,1,201,Oklahoma,Big 12,,5,3,5,AP
2016,postseason,1,194,Ohio State,Big Ten,,6,6,6,AP
2016,postseason,1,213,Penn State,Big Ten,,7,7,7,AP
2016,postseason,1,52,Florida State,ACC,,8,8,8,AP
2016,postseason,1,275,Wisconsin,Big Ten,,9,9,9,AP
2016,postseason,1,130,Michigan,Big Ten,,10,10,10,AP
2016,postseason,1,197,Oklahoma State,Big 12,,11,11,11,AP
2016,postseason,1,24,Stanford,Pac-12,,12,12,12,AP
2016,postseason,1,99,LSU,SEC,,13,14,13,AP
2016,postseason,1,57,Florida,SEC,,14,13,14,AP
2016,postseason,1,2711,Western Michigan,Mid-American,,15,18,15,AP
2016,postseason,1,259,Virginia Tech,ACC,,16,16,16,AP
2016,postseason,1,38,Colorado,Pac-12,,17,15,17,AP
2016,postseason,1,277,West Virginia,Big 12,,18,17,18,AP
2016,postseason,1,58,South Florida,American Athletic,,19,19,19,AP
2016,postseason,1,2390,Miami,ACC,,20,23,20,AP
2016,postseason,1,97,Louisville,ACC,,21,20,21,AP
2016,postseason,1,2633,Tennessee,SEC,,22,24,22,AP
2016,postseason,1,254,Utah,Pac-12,,23,21,23,AP
2016,postseason,1,2,Auburn,SEC,,24,22,24,AP
2016,postseason,1,21,San Diego State,Mountain West,,25,25,25,AP
2016,regular,1,333,Alabama,SEC,,1,1,1,AP
2016,regular,1,228,Clemson,ACC,,2,2,2,AP
2016,regular,1,201,Oklahoma,Big 12,,3,3,3,AP
2016,regular,1,52,Florida State,ACC,,4,4,4,AP
2016,regular,1,99,LSU,SEC,,5,6,5,AP
2016,regular,1,194,Ohio State,Big Ten,,6,5,6,AP
2016,regular,1,130,Michigan,Big Ten,,7,8,7,AP
2016,regular,1,24,Stanford,Pac-12,,8,7,8,AP
2016,regular,1,2633,Tennessee,SEC,,9,10,9,AP
2016,regular,1,87,Notre Dame,FBS Independents,,10,9,10,AP
2016,regular,1,145,Ole Miss,SEC,,11,12,11,AP
2016,regular,1,127,Michigan State,Big Ten,,12,11,12,AP
2016,regular,1,2628,TCU,Big 12,,13,14,13,AP
2016,regular,1,264,Washington,Pac-12,,14,18,14,AP
2016,regular,1,248,Houston,American Athletic,,15,13,15,AP
2016,regular,1,26,UCLA,Pac-12,,16,24,16,AP
2016,regular,1,2294,Iowa,Big Ten,,17,15,17,AP
2016,regular,1,61,Georgia,SEC,,18,16,18,AP
2016,regular,1,97,Louisville,ACC,,19,23,19,AP
2016,regular,1,30,USC,Pac-12,,20,17,20,AP
2016,regular,1,197,Oklahoma State,Big 12,,21,19,21,AP
2016,regular,1,153,North Carolina,ACC,,22,20,22,AP
2016,regular,1,239,Baylor,Big 12,,23,21,23,AP
2016,regular,1,2483,Oregon,Pac-12,,24,22,24,AP
2016,regular,1,57,Florida,SEC,,25,25,25,AP
2016,regular,2,333,Alabama,SEC,,1,1,1,AP
2016,regular,2,228,Clemson,ACC,,2,2,2,AP
2016,regular,2,52,Florida State,ACC,,3,3,3,AP
2016,regular,2,194,Ohio State,Big Ten,,4,4,4,AP
2016,regular,2,130,Michigan,Big Ten,,5,6,5,AP
2016,regular,2,248,Houston,American Athletic,,6,7,6,AP
2016,regular,2,24,Stanford,Pac-12,,7,5,7,AP
2016,regular,2,264,Washington,Pac-12,,8,11,8,AP
2016,regular,2,61,Georgia,SEC,,9,9,9,AP
2016,regular,2,275,Wisconsin,Big Ten,,10,16,10,AP
2016,regular,2,251,Texas,Big 12,,11,20,11,AP
2016,regular,2,127,Michigan State,Big Ten,,12,8,12,AP
2016,regular,2,97,Louisville,ACC,,13,15,13,AP
2016,regular,2,201,Oklahoma,Big 12,,14,13,14,AP
2016,regular,2,2628,TCU,Big 12,,15,12,15,AP
2016,regular,2,2294,Iowa,Big Ten,,16,10,16,AP
2016,regular,2,2633,Tennessee,SEC,,17,14,17,AP
2016,regular,2,87,Notre Dame,FBS Independents,,18,21,18,AP
2016,regular,2,145,Ole Miss,SEC,,19,18,19,AP
2016,regular,2,245,Texas A&M,SEC,,20,24,20,AP
2016,regular,2,99,LSU,SEC,,21,22,21,AP
2016,regular,2,197,Oklahoma State,Big 12,,22,17,22,AP
2016,regular,2,239,Baylor,Big 12,,23,19,23,AP
2016,regular,2,2483,Oregon,Pac-12,,24,23,24,AP
2016,regular,2,57,Florida,SEC,,,25,25,Coaches
2016,regular,2,2390,Miami,ACC,,25,,25,AP
2016,regular,3,333,Alabama,SEC,,1,1,1,AP
2016,regular,3,52,Florida State,ACC,,2,2,2,AP
2016,regular,3,194,Ohio State,Big Ten,,3,4,3,AP
2016,regular,3,130,Michigan,Big Ten,,4,5,4,AP
2016,regular,3,228,Clemson,ACC,,5,3,5,AP
2016,regular,3,248,Houston,American Athletic,,6,7,6,AP
2016,regular,3,24,Stanford,Pac-12,,7,6,7,AP
2016,regular,3,264,Washington,Pac-12,,8,9,8,AP
2016,regular,3,275,Wisconsin,Big Ten,,9,12,9,AP
2016,regular,3,97,Louisville,ACC,,10,10,10,AP
2016,regular,3,251,Texas,Big 12,,11,16,11,AP
2016,regular,3,127,Michigan State,Big Ten,,12,8,12,AP
2016,regular,3,2294,Iowa,Big Ten,,13,11,13,AP
2016,regular,3,201,Oklahoma,Big 12,,14,14,14,AP
2016,regular,3,2633,Tennessee,SEC,,15,15,15,AP
2016,regular,3,61,Georgia,SEC,,16,13,16,AP
2016,regular,3,245,Texas A&M,SEC,,17,20,17,AP
2016,regular,3,87,Notre Dame,FBS Independents,,18,18,18,AP
2016,regular,3,145,Ole Miss,SEC,,19,17,19,AP
2016,regular,3,99,LSU,SEC,,20,22,20,AP
2016,regular,3,239,Baylor,Big 12,,21,19,21,AP
2016,regular,3,2483,Oregon,Pac-12,,22,21,22,AP
2016,regular,3,57,Florida,SEC,,23,23,23,AP
2016,regular,3,8,Arkansas,SEC,,24,24,24,AP
2016,regular,3,2390,Miami,ACC,,25,25,25,AP
2016,regular,4,333,Alabama,SEC,,1,1,1,AP
2016,regular,4,194,Ohio State,Big Ten,,2,2,2,AP
2016,regular,4,97,Louisville,ACC,,3,4,3,AP
2016,regular,4,130,Michigan,Big Ten,,4,5,4,AP
2016,regular,4,228,Clemson,ACC,,5,3,5,AP
2016,regular,4,248,Houston,American Athletic,,6,7,6,AP
2016,regular,4,24,Stanford,Pac-12,,7,6,7,AP
2016,regular,4,127,Michigan State,Big Ten,,8,8,8,AP
2016,regular,4,264,Washington,Pac-12,,9,9,9,AP
2016,regular,4,245,Texas A&M,SEC,,10,13,10,AP
2016,regular,4,275,Wisconsin,Big Ten,,11,10,11,AP
2016,regular,4,61,Georgia,SEC,,12,11,12,AP
2016,regular,4,52,Florida State,ACC,,13,14,13,AP
2016,regular,4,2633,Tennessee,SEC,,14,12,14,AP
2016,regular,4,2390,Miami,ACC,,15,19,15,AP
2016,regular,4,239,Baylor,Big 12,,16,15,16,AP
2016,regular,4,8,Arkansas,SEC,,17,18,17,AP
2016,regular,4,99,LSU,SEC,,18,17,18,AP
2016,regular,4,57,Florida,SEC,,19,16,19,AP
2016,regular,4,158,Nebraska,Big Ten,,20,20,20,AP
2016,regular,4,251,Texas,Big 12,,21,24,21,AP
2016,regular,4,2628,TCU,Big 12,,,21,21,Coaches
2016,regular,4,21,San Diego State,Mountain West,,22,,22,AP
2016,regular,4,145,Ole Miss,SEC,,23,21,23,AP
2016,regular,4,254,Utah,Pac-12,,24,23,24,AP
2016,regular,4,201,Oklahoma,Big 12,,25,,25,AP
2016,regular,4,2294,Iowa,Big Ten,,,25,25,Coaches
2016,regular,5,333,Alabama,SEC,,1,1,1,AP
2016,regular,5,194,Ohio State,Big Ten,,2,2,2,AP
2016,regular,5,97,Louisville,ACC,,3,4,3,AP
2016,regular,5,130,Michigan,Big Ten,,4,5,4,AP
2016,regular,5,228,Clemson,ACC,,5,3,5,AP
2016,regular,5,248,Houston,American Athletic,,6,7,6,AP
2016,regular,5,24,Stanford,Pac-12,,7,6,7,AP
2016,regular,5,275,Wisconsin,Big Ten,,8,8,8,AP
2016,regular,5,245,Texas A&M,SEC,,9,10,9,AP
2016,regular,5,264,Washington,Pac-12,,10,9,10,AP
2016,regular,5,2633,Tennessee,SEC,,11,11,11,AP
2016,regular,5,52,Florida State,ACC,,12,12,12,AP
2016,regular,5,239,Baylor,Big 12,,13,13,13,AP
2016,regular,5,2390,Miami,ACC,,14,14,14,AP
2016,regular,5,158,Nebraska,Big Ten,,15,15,15,AP
2016,regular,5,145,Ole Miss,SEC,,16,17,16,AP
2016,regular,5,127,Michigan State,Big Ten,,17,16,17,AP
2016,regular,5,254,Utah,Pac-12,,18,18,18,AP
2016,regular,5,21,San Diego State,Mountain West,,19,24,19,AP
2016,regular,5,8,Arkansas,SEC,,20,22,20,AP
2016,regular,5,2628,TCU,Big 12,,21,19,21,AP
2016,regular,5,251,Texas,Big 12,,22,25,22,AP
2016,regular,5,57,Florida,SEC,,23,21,23,AP
2016,regular,5,153,North Carolina,ACC,,,23,23,Coaches
2016,regular,5,68,Boise State,Mountain West,,24,,24,AP
2016,regular,5,61,Georgia,SEC,,25,20,25,AP
2016,regular,6,333,Alabama,SEC,,1,1,1,AP
2016,regular,6,194,Ohio State,Big Ten,,2,2,2,AP
2016,regular,6,228,Clemson,ACC,,3,3,3,AP
2016,regular,6,130,Michigan,Big Ten,,4,4,4,AP
2016,regular,6,264,Washington,Pac-12,,5,6,5,AP
2016,regular,6,248,Houston,American Athletic,,6,5,6,AP
2016,regular,6,97,Louisville,ACC,,7,8,7,AP
2016,regular,6,245,Texas A&M,SEC,,8,7,8,AP
2016,regular,6,2633,Tennessee,SEC,,9,9,9,AP
2016,regular,6,2390,Miami,ACC,,10,10,10,AP
2016,regular,6,275,Wisconsin,Big Ten,,11,13,11,AP
2016,regular,6,158,Nebraska,Big Ten,,12,12,12,AP
2016,regular,6,239,Baylor,Big 12,,13,11,13,AP
2016,regular,6,145,Ole Miss,SEC,,14,14,14,AP
2016,regular,6,24,Stanford,Pac-12,,15,15,15,AP
2016,regular,6,8,Arkansas,SEC,,16,17,16,AP
2016,regular,6,153,North Carolina,ACC,,17,16,17,AP
2016,regular,6,57,Florida,SEC,,18,18,18,AP
2016,regular,6,68,Boise State,Mountain West,,19,19,19,AP
2016,regular,6,201,Oklahoma,Big 12,,20,22,20,AP
2016,regular,6,38,Colorado,Pac-12,,21,23,21,AP
2016,regular,6,277,West Virginia,Big 12,,22,20,22,AP
2016,regular,6,52,Florida State,ACC,,23,21,23,AP
2016,regular,6,254,Utah,Pac-12,,24,24,24,AP
2016,regular,6,259,Virginia Tech,ACC,,25,,25,AP
