season,season_type,week,team_id,school,conference,cfp_rank,ap_rank,coaches_rank,effective_rank,ranking_source
2017,postseason,1,333,Alabama,SEC,,1,1,1,AP
2017,postseason,1,61,Georgia,SEC,,2,2,2,AP
2017,postseason,1,201,Oklahoma,Big 12,,3,3,3,AP
2017,postseason,1,228,Clemson,ACC,,4,4,4,AP
2017,postseason,1,194,Ohio State,Big Ten,,5,5,5,AP
2017,postseason,1,2116,UCF,American Athletic,,6,7,6,AP
2017,postseason,1,275,Wisconsin,Big Ten,,7,6,7,AP
2017,postseason,1,213,Penn State,Big Ten,,8,8,8,AP
2017,postseason,1,2628,TCU,Big 12,,9,9,9,AP
2017,postseason,1,2,Auburn,SEC,,10,12,10,AP
2017,postseason,1,87,Notre Dame,FBS Independents,,11,11,11,AP
2017,postseason,1,30,USC,Pac-12,,12,10,12,AP
2017,postseason,1,2390,Miami,ACC,,13,13,13,AP
2017,postseason,1,197,Oklahoma State,Big 12,,14,14,14,AP
2017,postseason,1,127,Michigan State,Big Ten,,15,16,15,AP
2017,postseason,1,264,Washington,Pac-12,,16,15,16,AP
2017,postseason,1,77,Northwestern,Big Ten,,17,17,17,AP
2017,postseason,1,99,LSU,SEC,,18,18,18,AP
2017,postseason,1,344,Mississippi State,SEC,,19,20,19,AP
2017,postseason,1,24,Stanford,Pac-12,,20,19,20,AP
2017,postseason,1,58,South Florida,American Athletic,,21,21,21,AP
2017,postseason,1,68,Boise State,Mountain West,,22,22,22,AP
2017,postseason,1,152,NC State,ACC,,23,23,23,AP
2017,postseason,1,259,Virginia Tech,ACC,,24,25,24,AP
2017,postseason,1,235,Memphis,American Athletic,,25,24,25,AP
2017,regular,1,333,Alabama,SEC,,1,1,1,AP
2017,regular,1,194,Ohio State,Big Ten,,2,2,2,AP
2017,regular,1,52,Florida State,ACC,,3,3,3,AP
2017,regular,1,30,USC,Pac-12,,4,4,4,AP
2017,regular,1,228,Clemson,ACC,,5,5,5,AP
2017,regular,1,213,Penn State,Big Ten,,6,6,6,AP
2017,regular,1,201,Oklahoma,Big 12,,7,8,7,AP
2017,regular,1,264,Washington,Pac-12,,8,7,8,AP
2017,regular,1,275,Wisconsin,Big Ten,,9,10,9,AP
2017,regular,1,197,Oklahoma State,Big 12,,10,11,10,AP
2017,regular,1,130,Michigan,Big Ten,,11,9,11,AP
2017,regular,1,2,Auburn,SEC,,12,13,12,AP
2017,regular,1,99,LSU,SEC,,13,12,13,AP
2017,regular,1,24,Stanford,Pac-12,,14,14,14,AP
2017,regular,1,61,Georgia,SEC,,15,15,15,AP
2017,regular,1,97,Louisville,ACC,,16,17,16,AP
2017,regular,1,57,Florida,SEC,,17,16,17,AP
2017,regular,1,2390,Miami,ACC,,18,18,18,AP
2017,regular,1,58,South Florida,American Athletic,,19,21,19,AP
2017,regular,1,2306,Kansas State,Big 12,,20,19,20,AP
2017,regular,1,259,Virginia Tech,ACC,,21,22,21,AP
2017,regular,1,277,West Virginia,Big 12,,22,20,22,AP
2017,regular,1,251,Texas,Big 12,,23,23,23,AP
2017,regular,1,265,Washington State,Pac-12,,24,,24,AP
2017,regular,1,254,Utah,Pac-12,,,25,25,Coaches
2017,regular,1,2633,Tennessee,SEC,,25,24,25,AP
2017,regular,2,333,Alabama,SEC,,1,1,1,AP
2017,regular,2,194,Ohio State,Big Ten,,2,2,2,AP
2017,regular,2,228,Clemson,ACC,,3,3,3,AP
2017,regular,2,213,Penn State,Big Ten,,4,4,4,AP
2017,regular,2,201,Oklahoma,Big 12,,5,6,5,AP
2017,regular,2,30,USC,Pac-12,,6,5,6,AP
2017,regular,2,264,Washington,Pac-12,,7,7,7,AP
2017,regular,2,130,Michigan,Big Ten,,8,8,8,AP
2017,regular,2,275,Wisconsin,Big Ten,,9,11,9,AP
2017,regular,2,52,Florida State,ACC,,10,9,10,AP
2017,regular,2,197,Oklahoma State,Big 12,,11,10,11,AP
2017,regular,2,99,LSU,SEC,,12,12,12,AP
2017,regular,2,2,Auburn,SEC,,13,13,13,AP
2017,regular,2,24,Stanford,Pac-12,,14,14,14,AP
2017,regular,2,61,Georgia,SEC,,15,15,15,AP
2017,regular,2,2390,Miami,ACC,,16,17,16,AP
2017,regular,2,97,Louisville,ACC,,17,16,17,AP
2017,regular,2,259,Virginia Tech,ACC,,18,18,18,AP
2017,regular,2,2306,Kansas State,Big 12,,19,19,19,AP
2017,regular,2,265,Washington State,Pac-12,,20,22,20,AP
2017,regular,2,58,South Florida,American Athletic,,21,20,21,AP
2017,regular,2,57,Florida,SEC,,22,24,22,AP
2017,regular,2,254,Utah,Pac-12,,,23,23,Coaches
2017,regular,2,2628,TCU,Big 12,,23,,23,AP
2017,regular,2,87,Notre Dame,FBS Independents,,24,25,24,AP
2017,regular,2,2633,Tennessee,SEC,,25,21,25,AP
2017,regular,3,333,Alabama,SEC,,1,1,1,AP
2017,regular,3,201,Oklahoma,Big 12,,2,3,2,AP
2017,regular,3,228,Clemson,ACC,,3,2,3,AP
2017,regular,3,30,USC,Pac-12,,4,4,4,AP
2017,regular,3,213,Penn State,Big Ten,,5,5,5,AP
2017,regular,3,264,Washington,Pac-12,,6,6,6,AP
2017,regular,3,130,Michigan,Big Ten,,7,7,7,AP
2017,regular,3,194,Ohio State,Big Ten,,8,9,8,AP
2017,regular,3,197,Oklahoma State,Big 12,,9,8,9,AP
2017,regular,3,275,Wisconsin,Big Ten,,10,12,10,AP
2017,regular,3,52,Florida State,ACC,,11,10,11,AP
2017,regular,3,99,LSU,SEC,,12,11,12,AP
2017,regular,3,61,Georgia,SEC,,13,13,13,AP
2017,regular,3,97,Louisville,ACC,,14,14,14,AP
2017,regular,3,2,Auburn,SEC,,15,17,15,AP
2017,regular,3,259,Virginia Tech,ACC,,16,16,16,AP
2017,regular,3,2390,Miami,ACC,,17,15,17,AP
2017,regular,3,2306,Kansas State,Big 12,,18,18,18,AP
2017,regular,3,24,Stanford,Pac-12,,19,19,19,AP
2017,regular,3,2628,TCU,Big 12,,20,20,20,AP
2017,regular,3,265,Washington State,Pac-12,,21,22,21,AP
2017,regular,3,58,South Florida,American Athletic,,22,21,22,AP
2017,regular,3,2633,Tennessee,SEC,,23,23,23,AP
2017,regular,3,57,Florida,SEC,,24,25,24,AP
2017,regular,3,254,Utah,Pac-12,,,24,24,Coaches
2017,regular,3,26,UCLA,Pac-12,,25,,25,AP
2017,regular,4,333,Alabama,SEC,,1,1,1,AP
2017,regular,4,228,Clemson,ACC,,2,2,2,AP
2017,regular,4,201,Oklahoma,Big 12,,3,3,3,AP
2017,regular,4,213,Penn State,Big Ten,,4,4,4,AP
2017,regular,4,30,USC,Pac-12,,5,5,5,AP
2017,regular,4,197,Oklahoma State,Big 12,,6,7,6,AP
2017,regular,4,264,Washington,Pac-12,,7,6,7,AP
2017,regular,4,130,Michigan,Big Ten,,8,8,8,AP
2017,regular,4,275,Wisconsin,Big Ten,,9,10,9,AP
2017,regular,4,194,Ohio State,Big Ten,,10,9,10,AP
2017,regular,4,61,Georgia,SEC,,11,12,11,AP
2017,regular,4,52,Florida State,ACC,,12,11,12,AP
2017,regular,4,259,Virginia Tech,ACC,,13,13,13,AP
2017,regular,4,2390,Miami,ACC,,14,14,14,AP
2017,regular,4,2,Auburn,SEC,,15,16,15,AP
2017,regular,4,2628,TCU,Big 12,,16,15,16,AP
2017,regular,4,344,Mississippi State,SEC,,17,19,17,AP
2017,regular,4,265,Washington State,Pac-12,,18,18,18,AP
2017,regular,4,97,Louisville,ACC,,19,20,19,AP
2017,regular,4,57,Florida,SEC,,20,22,20,AP
2017,regular,4,58,South Florida,American Athletic,,21,17,21,AP
2017,regular,4,21,San Diego State,Mountain West,,22,25,22,AP
2017,regular,4,254,Utah,Pac-12,,23,21,23,AP
2017,regular,4,2483,Oregon,Pac-12,,24,24,24,AP
2017,regular,4,99,LSU,SEC,,25,23,25,AP
2017,regular,5,333,Alabama,SEC,,1,1,1,AP
2017,regular,5,228,Clemson,ACC,,2,2,2,AP
2017,regular,5,201,Oklahoma,Big 12,,3,3,3,AP
2017,regular,5,213,Penn State,Big Ten,,4,4,4,AP
2017,regular,5,30,USC,Pac-12,,5,5,5,AP
2017,regular,5,264,Washington,Pac-12,,6,6,6,AP
2017,regular,5,61,Georgia,SEC,,7,8,7,AP
2017,regular,5,130,Michigan,Big Ten,,8,7,8,AP
2017,regular,5,2628,TCU,Big 12,,9,11,9,AP
2017,regular,5,275,Wisconsin,Big Ten,,10,10,10,AP
2017,regular,5,194,Ohio State,Big Ten,,11,9,11,AP
2017,regular,5,259,Virginia Tech,ACC,,12,12,12,AP
2017,regular,5,2,Auburn,SEC,,13,15,13,AP
2017,regular,5,2390,Miami,ACC,,14,13,14,AP
2017,regular,5,197,Oklahoma State,Big 12,,15,14,15,AP
2017,regular,5,265,Washington State,Pac-12,,16,16,16,AP
2017,regular,5,97,Louisville,ACC,,17,18,17,AP
2017,regular,5,58,South Florida,American Athletic,,18,17,18,AP
2017,regular,5,21,San Diego State,Mountain West,,19,21,19,AP
2017,regular,5,254,Utah,Pac-12,,20,19,20,AP
2017,regular,5,57,Florida,SEC,,21,20,21,AP
2017,regular,5,87,Notre Dame,FBS Independents,,22,,22,AP
2017,regular,5,277,West Virginia,Big 12,,23,23,23,AP
2017,regular,5,344,Mississippi State,SEC,,24,24,24,AP
2017,regular,5,52,Florida State,ACC,,,25,25,Coaches
2017,regular,5,99,LSU,SEC,,25,22,25,AP
2017,regular,6,333,Alabama,SEC,,1,1,1,AP
2017,regular,6,228,Clemson,ACC,,2,2,2,AP
2017,regular,6,201,Oklahoma,Big 12,,3,3,3,AP
2017,regular,6,213,Penn State,Big Ten,,4,4,4,AP
2017,regular,6,61,Georgia,SEC,,5,6,5,AP
2017,regular,6,264,Washington,Pac-12,,6,5,6,AP
2017,regular,6,130,Michigan,Big Ten,,7,7,7,AP
2017,regular,6,2628,TCU,Big 12,,8,10,8,AP
2017,regular,6,275,Wisconsin,Big Ten,,9,8,9,AP
2017,regular,6,194,Ohio State,Big Ten,,10,9,10,AP
2017,regular,6,265,Washington State,Pac-12,,11,11,11,AP
2017,regular,6,2,Auburn,SEC,,12,13,12,AP
2017,regular,6,2390,Miami,ACC,,13,12,13,AP
2017,regular,6,30,USC,Pac-12,,14,15,14,AP
2017,regular,6,197,Oklahoma State,Big 12,,15,14,15,AP
2017,regular,6,259,Virginia Tech,ACC,,16,19,16,AP
2017,regular,6,97,Louisville,ACC,,17,17,17,AP
