season,season_type,week,team_id,school,conference,cfp_rank,ap_rank,coaches_rank,effective_rank,ranking_source
2021,regular,7,87,Notre Dame,FBS Independents,,14,13,14,AP
2021,regular,7,324,Coastal Carolina,Sun Belt,,15,15,15,AP
2021,regular,7,154,Wake Forest,ACC,,16,16,16,AP
2021,regular,7,8,Arkansas,SEC,,17,19,17,AP
2021,regular,7,9,Arizona State,Pac-12,,18,22,18,AP
2021,regular,7,252,BYU,FBS Independents,,19,20,19,AP
2021,regular,7,57,Florida,SEC,,20,17,20,AP
2021,regular,7,245,Texas A&M,SEC,,21,18,21,AP
2021,regular,7,152,NC State,ACC,,22,21,22,AP
2021,regular,7,2567,SMU,American Athletic,,23,23,23,AP
2021,regular,7,21,San Diego State,Mountain West,,24,24,24,AP
2021,regular,7,228,Clemson,ACC,,,25,25,Coaches
2021,regular,7,251,Texas,Big 12,,25,,25,AP
2021,regular,8,61,Georgia,SEC,,1,1,1,AP
2021,regular,8,2132,Cincinnati,American Athletic,,2,3,2,AP
2021,regular,8,201,Oklahoma,Big 12,,3,2,3,AP
2021,regular,8,333,Alabama,SEC,,4,4,4,AP
2021,regular,8,194,Ohio State,Big Ten,,5,5,5,AP
2021,regular,8,130,Michigan,Big Ten,,6,6,6,AP
2021,regular,8,213,Penn State,Big Ten,,7,8,7,AP
2021,regular,8,197,Oklahoma State,Big 12,,8,9,8,AP
2021,regular,8,127,Michigan State,Big Ten,,9,7,9,AP
2021,regular,8,2483,Oregon,Pac-12,,10,10,10,AP
2021,regular,8,2294,Iowa,Big Ten,,11,11,11,AP
2021,regular,8,145,Ole Miss,SEC,,12,12,12,AP
2021,regular,8,87,Notre Dame,FBS Independents,,13,13,13,AP
2021,regular,8,324,Coastal Carolina,Sun Belt,,14,16,14,AP
2021,regular,8,96,Kentucky,SEC,,15,14,15,AP
2021,regular,8,154,Wake Forest,ACC,,16,15,16,AP
2021,regular,8,245,Texas A&M,SEC,,17,17,17,AP
2021,regular,8,152,NC State,ACC,,18,18,18,AP
2021,regular,8,2,Auburn,SEC,,19,22,19,AP
2021,regular,8,239,Baylor,Big 12,,20,20,20,AP
2021,regular,8,2567,SMU,American Athletic,,21,19,21,AP
2021,regular,8,21,San Diego State,Mountain West,,22,21,22,AP
2021,regular,8,221,Pittsburgh,ACC,,23,23,23,AP
2021,regular,8,228,Clemson,ACC,,,24,24,Coaches
2021,regular,8,2636,UTSA,Conference USA,,24,25,24,AP
2021,regular,8,2509,Purdue,Big Ten,,25,,25,AP
2021,regular,9,61,Georgia,SEC,,1,1,1,AP
2021,regular,9,2132,Cincinnati,American Athletic,,2,2,2,AP
2021,regular,9,333,Alabama,SEC,,3,3,3,AP
2021,regular,9,201,Oklahoma,Big 12,,4,4,4,AP
2021,regular,9,194,Ohio State,Big Ten,,5,5,5,AP
2021,regular,9,130,Michigan,Big Ten,,6,6,6,AP
2021,regular,9,2483,Oregon,Pac-12,,7,8,7,AP
2021,regular,9,127,Michigan State,Big Ten,,8,7,8,AP
2021,regular,9,2294,Iowa,Big Ten,,9,10,9,AP
2021,regular,9,145,Ole Miss,SEC,,10,9,10,AP
2021,regular,9,87,Notre Dame,FBS Independents,,11,11,11,AP
2021,regular,9,96,Kentucky,SEC,,12,12,12,AP
2021,regular,9,154,Wake Forest,ACC,,13,13,13,AP
2021,regular,9,245,Texas A&M,SEC,,14,14,14,AP
2021,regular,9,197,Oklahoma State,Big 12,,15,15,15,AP
2021,regular,9,239,Baylor,Big 12,,16,18,16,AP
2021,regular,9,221,Pittsburgh,ACC,,17,19,17,AP
2021,regular,9,2,Auburn,SEC,,18,21,18,AP
2021,regular,9,2567,SMU,American Athletic,,19,16,19,AP
2021,regular,9,213,Penn State,Big Ten,,20,17,20,AP
2021,regular,9,21,San Diego State,Mountain West,,21,20,21,AP
2021,regular,9,66,Iowa State,Big 12,,22,23,22,AP
2021,regular,9,2636,UTSA,Conference USA,,23,22,23,AP
2021,regular,9,324,Coastal Carolina,Sun Belt,,24,24,24,AP
2021,regular,9,152,NC State,ACC,,,25,25,Coaches
2021,regular,9,252,BYU,FBS Independents,,25,,25,AP
2021,regular,10,61,Georgia,SEC,1,1,1,1,CFP
2021,regular,10,333,Alabama,SEC,2,3,3,2,CFP
2021,regular,10,127,Michigan State,Big Ten,3,5,6,3,CFP
2021,regular,10,2483,Oregon,Pac-12,4,7,7,4,CFP
2021,regular,10,194,Ohio State,Big Ten,5,6,5,5,CFP
2021,regular,10,2132,Cincinnati,American Athletic,6,2,2,6,CFP
2021,regular,10,130,Michigan,Big Ten,7,9,10,7,CFP
2021,regular,10,201,Oklahoma,Big 12,8,4,4,8,CFP
2021,regular,10,154,Wake Forest,ACC,9,10,9,9,CFP
2021,regular,10,87,Notre Dame,FBS Independents,10,8,8,10,CFP
2021,regular,10,197,Oklahoma State,Big 12,11,11,11,11,CFP
2021,regular,10,239,Baylor,Big 12,12,14,13,12,CFP
2021,regular,10,2,Auburn,SEC,13,12,14,13,CFP
2021,regular,10,245,Texas A&M,SEC,14,13,12,14,CFP
2021,regular,10,252,BYU,FBS Independents,15,17,20,15,CFP
2021,regular,10,145,Ole Miss,SEC,16,15,15,16,CFP
2021,regular,10,2636,UTSA,Conference USA,,16,18,16,AP
2021,regular,10,344,Mississippi State,SEC,17,,,17,CFP
2021,regular,10,96,Kentucky,SEC,18,18,17,18,CFP
2021,regular,10,152,NC State,ACC,19,,22,19,CFP
2021,regular,10,135,Minnesota,Big Ten,20,,,20,CFP
2021,regular,10,248,Houston,American Athletic,,20,19,20,AP
2021,regular,10,275,Wisconsin,Big Ten,21,,,21,CFP
2021,regular,10,324,Coastal Carolina,Sun Belt,,21,21,21,AP
2021,regular,10,213,Penn State,Big Ten,,22,23,22,AP
2021,regular,10,2294,Iowa,Big Ten,22,19,16,22,CFP
2021,regular,10,278,Fresno State,Mountain West,23,25,,23,CFP
2021,regular,10,2567,SMU,American Athletic,,23,24,23,AP
2021,regular,10,21,San Diego State,Mountain West,24,,,24,CFP
2021,regular,10,309,Louisiana,Sun Belt,,24,,24,AP
2021,regular,10,221,Pittsburgh,ACC,25,,25,25,CFP
2021,regular,11,61,Georgia,SEC,1,1,1,1,CFP
2021,regular,11,333,Alabama,SEC,2,3,2,2,CFP
2021,regular,11,2483,Oregon,Pac-12,3,5,6,3,CFP
2021,regular,11,194,Ohio State,Big Ten,4,6,5,4,CFP
2021,regular,11,2132,Cincinnati,American Athletic,5,2,3,5,CFP
2021,regular,11,130,Michigan,Big Ten,6,9,8,6,CFP
2021,regular,11,127,Michigan State,Big Ten,7,8,9,7,CFP
2021,regular,11,201,Oklahoma,Big 12,8,4,4,8,CFP
2021,regular,11,87,Notre Dame,FBS Independents,9,7,7,9,CFP
2021,regular,11,197,Oklahoma State,Big 12,10,10,10,10,CFP
2021,regular,11,245,Texas A&M,SEC,11,11,11,11,CFP
2021,regular,11,154,Wake Forest,ACC,12,13,13,12,CFP
2021,regular,11,239,Baylor,Big 12,13,18,18,13,CFP
2021,regular,11,252,BYU,FBS Independents,14,14,15,14,CFP
2021,regular,11,145,Ole Miss,SEC,15,12,12,15,CFP
2021,regular,11,152,NC State,ACC,16,21,19,16,CFP
2021,regular,11,2,Auburn,SEC,17,16,20,17,CFP
2021,regular,11,248,Houston,American Athletic,,17,17,17,AP
2021,regular,11,275,Wisconsin,Big Ten,18,20,24,18,CFP
2021,regular,11,2509,Purdue,Big Ten,19,,,19,CFP
2021,regular,11,2294,Iowa,Big Ten,20,19,14,20,CFP
2021,regular,11,221,Pittsburgh,ACC,21,25,22,21,CFP
2021,regular,11,21,San Diego State,Mountain West,22,,,22,CFP
2021,regular,11,324,Coastal Carolina,Sun Belt,,22,21,22,AP
2021,regular,11,213,Penn State,Big Ten,,23,23,23,AP
2021,regular,11,2636,UTSA,Conference USA,23,15,16,23,CFP
2021,regular,11,254,Utah,Pac-12,24,,,24,CFP
2021,regular,11,309,Louisiana,Sun Belt,,24,25,24,AP
2021,regular,11,8,Arkansas,SEC,25,,,25,CFP
2021,regular,12,61,Georgia,SEC,1,1,1,1,CFP
2021,regular,12,333,Alabama,SEC,2,2,2,2,CFP
2021,regular,12,2483,Oregon,Pac-12,3,4,5,3,CFP
2021,regular,12,194,Ohio State,Big Ten,4,5,4,4,CFP
2021,regular,12,2132,Cincinnati,American Athletic,5,3,3,5,CFP
2021,regular,12,130,Michigan,Big Ten,6,8,7,6,CFP
2021,regular,12,127,Michigan State,Big Ten,7,7,8,7,CFP
2021,regular,12,87,Notre Dame,FBS Independents,8,6,6,8,CFP
2021,regular,12,197,Oklahoma State,Big 12,9,9,9,9,CFP
2021,regular,12,154,Wake Forest,ACC,10,13,12,10,CFP
2021,regular,12,239,Baylor,Big 12,11,11,13,11,CFP
2021,regular,12,145,Ole Miss,SEC,12,10,10,12,CFP
2021,regular,12,201,Oklahoma,Big 12,13,12,11,13,CFP
2021,regular,12,252,BYU,FBS Independents,14,14,15,14,CFP
2021,regular,12,275,Wisconsin,Big Ten,15,19,20,15,CFP
2021,regular,12,245,Texas A&M,SEC,16,16,16,16,CFP
2021,regular,12,2294,Iowa,Big Ten,17,18,14,17,CFP
2021,regular,12,221,Pittsburgh,ACC,18,20,19,18,CFP
2021,regular,12,21,San Diego State,Mountain West,19,23,23,19,CFP
2021,regular,12,152,NC State,ACC,20,25,24,20,CFP
2021,regular,12,8,Arkansas,SEC,21,21,22,21,CFP
2021,regular,12,309,Louisiana,Sun Belt,,22,21,22,AP
2021,regular,12,2636,UTSA,Conference USA,22,15,18,22,CFP
2021,regular,12,254,Utah,Pac-12,23,24,25,23,CFP
2021,regular,12,248,Houston,American Athletic,24,17,17,24,CFP
2021,regular,12,344,Mississippi State,SEC,25,,,25,CFP
2021,regular,13,61,Georgia,SEC,1,1,1,1,CFP
2021,regular,13,194,Ohio State,Big Ten,2,2,3,2,CFP
2021,regular,13,333,Alabama,SEC,3,3,2,3,CFP
2021,regular,13,2132,Cincinnati,American Athletic,4,4,4,4,CFP
2021,regular,13,130,Michigan,Big Ten,5,6,6,5,CFP
2021,regular,13,87,Notre Dame,FBS Independents,6,5,5,6,CFP
2021,regular,13,197,Oklahoma State,Big 12,7,7,7,7,CFP
2021,regular,13,239,Baylor,Big 12,8,9,10,8,CFP
2021,regular,13,145,Ole Miss,SEC,9,8,8,9,CFP
2021,regular,13,201,Oklahoma,Big 12,10,10,9,10,CFP
2021,regular,13,2483,Oregon,Pac-12,11,11,11,11,CFP
2021,regular,13,127,Michigan State,Big Ten,12,12,13,12,CFP
2021,regular,13,252,BYU,FBS Independents,13,13,15,13,CFP
2021,regular,13,275,Wisconsin,Big Ten,14,18,18,14,CFP
2021,regular,13,245,Texas A&M,SEC,15,14,14,15,CFP
2021,regular,13,2294,Iowa,Big Ten,16,17,12,16,CFP
2021,regular,13,221,Pittsburgh,ACC,17,20,17,17,CFP
2021,regular,13,154,Wake Forest,ACC,18,21,21,18,CFP
2021,regular,13,254,Utah,Pac-12,19,16,19,19,CFP
2021,regular,13,152,NC State,ACC,20,24,24,20,CFP
2021,regular,13,21,San Diego State,Mountain West,21,22,22,21,CFP
2021,regular,13,2636,UTSA,Conference USA,22,15,20,22,CFP
2021,regular,13,228,Clemson,ACC,23,,,23,CFP
2021,regular,13,309,Louisiana,Sun Belt,,23,23,23,AP
2021,regular,13,248,Houston,American Athletic,24,19,16,24,CFP
2021,regular,13,8,Arkansas,SEC,25,25,,25,CFP
2021,regular,13,96,Kentucky,SEC,,,25,25,Coaches
2021,regular,14,61,Georgia,SEC,1,1,1,1,CFP
2021,regular,14,130,Michigan,Big Ten,2,2,3,2,CFP
2021,regular,14,333,Alabama,SEC,3,4,2,3,CFP
2021,regular,14,2132,Cincinnati,American Athletic,4,3,4,4,CFP
2021,regular,14,197,Oklahoma State,Big 12,5,5,5,5,CFP
2021,regular,14,87,Notre Dame,FBS Independents,6,6,6,6,CFP
2021,regular,14,194,Ohio State,Big Ten,7,7,7,7,CFP
2021,regular,14,145,Ole Miss,SEC,8,8,8,8,CFP
2021,regular,14,239,Baylor,Big 12,9,9,9,9,CFP
2021,regular,14,2483,Oregon,Pac-12,10,10,10,10,CFP
2021,regular,14,127,Michigan State,Big Ten,11,11,13,11,CFP
2021,regular,14,252,BYU,FBS Independents,12,12,14,12,CFP
2021,regular,14,2294,Iowa,Big Ten,13,15,12,13,CFP
2021,regular,14,201,Oklahoma,Big 12,14,13,11,14,CFP
2021,regular,14,221,Pittsburgh,ACC,15,17,15,15,CFP
2021,regular,14,154,Wake Forest,ACC,16,18,18,16,CFP
2021,regular,14,254,Utah,Pac-12,17,14,17,17,CFP
2021,regular,14,152,NC State,ACC,18,21,20,18,CFP
2021,regular,14,21,San Diego State,Mountain West,19,19,19,19,CFP
2021,regular,14,228,Clemson,ACC,20,22,24,20,CFP
2021,regular,14,248,Houston,American Athletic,21,16,16,21,CFP
2021,regular,14,8,Arkansas,SEC,22,23,25,22,CFP
2021,regular,14,96,Kentucky,SEC,23,25,22,23,CFP
2021,regular,14,309,Louisiana,Sun Belt,24,20,21,24,CFP
2021,regular,14,245,Texas A&M,SEC,25,24,23,25,CFP
2021,regular,15,333,Alabama,SEC,1,1,1,1,CFP
2021,regular,15,130,Michigan,Big Ten,2,2,2,2,CFP
2021,regular,15,61,Georgia,SEC,3,3,3,3,CFP
2021,regular,15,2132,Cincinnati,American Athletic,4,4,4,4,CFP
2021,regular,15,87,Notre Dame,FBS Independents,5,5,5,5,CFP
2021,regular,15,194,Ohio State,Big Ten,6,7,7,6,CFP
2021,regular,15,239,Baylor,Big 12,7,6,6,7,CFP
2021,regular,15,145,Ole Miss,SEC,8,8,8,8,CFP
2021,regular,15,197,Oklahoma State,Big 12,9,9,9,9,CFP
2021,regular,15,127,Michigan State,Big Ten,10,11,10,10,CFP
2021,regular,15,254,Utah,Pac-12,11,10,11,11,CFP
2021,regular,15,221,Pittsburgh,ACC,12,13,12,12,CFP
2021,regular,15,252,BYU,FBS Independents,13,12,14,13,CFP
2021,regular,15,2483,Oregon,Pac-12,14,15,15,14,CFP
2021,regular,15,2294,Iowa,Big Ten,15,17,16,15,CFP
2021,regular,15,201,Oklahoma,Big 12,16,14,13,16,CFP
2021,regular,15,154,Wake Forest,ACC,17,20,19,17,CFP
2021,regular,15,152,NC State,ACC,18,18,18,18,CFP
2021,regular,15,228,Clemson,ACC,19,19,22,19,CFP
2021,regular,15,248,Houston,American Athletic,20,21,21,20,CFP
2021,regular,15,8,Arkansas,SEC,21,22,24,21,CFP
2021,regular,15,96,Kentucky,SEC,22,25,20,22,CFP
2021,regular,15,309,Louisiana,Sun Belt,23,16,17,23,CFP
2021,regular,15,21,San Diego State,Mountain West,24,,,24,CFP
2021,regular,15,2636,UTSA,Conference USA,,24,25,24,AP
2021,regular,15,245,Texas A&M,SEC,25,23,23,25,CFP
