season,season_type,week,team_id,school,conference,cfp_rank,ap_rank,coaches_rank,effective_rank,ranking_source
2025,postseason,1,84,Indiana,Big Ten,,1,1,1,AP
2025,postseason,1,2390,Miami,ACC,,2,2,2,AP
2025,postseason,1,145,Ole Miss,SEC,,3,3,3,AP
2025,postseason,1,2483,Oregon,Big Ten,,4,4,4,AP
2025,postseason,1,194,Ohio State,Big Ten,,5,6,5,AP
2025,postseason,1,61,Georgia,SEC,,6,5,6,AP
2025,postseason,1,2641,Texas Tech,Big 12,,7,7,7,AP
2025,postseason,1,245,Texas A&M,SEC,,8,8,8,AP
2025,postseason,1,333,Alabama,SEC,,9,9,9,AP
2025,postseason,1,87,Notre Dame,FBS Independents,,10,11,10,AP
2025,postseason,1,252,BYU,Big 12,,11,12,11,AP
2025,postseason,1,251,Texas,SEC,,12,13,12,AP
2025,postseason,1,201,Oklahoma,SEC,,13,10,13,AP
2025,postseason,1,254,Utah,Big 12,,14,14,14,AP
2025,postseason,1,238,Vanderbilt,SEC,,15,15,15,AP
2025,postseason,1,258,Virginia,ACC,,16,16,16,AP
2025,postseason,1,2294,Iowa,Big Ten,,17,17,17,AP
2025,postseason,1,2655,Tulane,American Athletic,,18,18,18,AP
2025,postseason,1,256,James Madison,Sun Belt,,19,20,19,AP
2025,postseason,1,30,USC,Big Ten,,20,21,20,AP
2025,postseason,1,130,Michigan,Big Ten,,21,22,21,AP
2025,postseason,1,248,Houston,Big 12,,22,19,22,AP
2025,postseason,1,2426,Navy,American Athletic,,23,23,23,AP
2025,postseason,1,59,Georgia Tech,ACC,,,24,24,Coaches
2025,postseason,1,249,North Texas,American Athletic,,24,,24,AP
2025,postseason,1,356,Illinois,Big Ten,,,25,25,Coaches
2025,postseason,1,2628,TCU,Big 12,,25,,25,AP
2025,regular,1,251,Texas,SEC,,1,1,1,AP
2025,regular,1,213,Penn State,Big Ten,,2,3,2,AP
2025,regular,1,194,Ohio State,Big Ten,,3,2,3,AP
2025,regular,1,228,Clemson,ACC,,4,6,4,AP
2025,regular,1,61,Georgia,SEC,,5,4,5,AP
2025,regular,1,87,Notre Dame,FBS Independents,,6,5,6,AP
2025,regular,1,2483,Oregon,Big Ten,,7,7,7,AP
2025,regular,1,333,Alabama,SEC,,8,8,8,AP
2025,regular,1,99,LSU,SEC,,9,9,9,AP
2025,regular,1,2390,Miami,ACC,,10,10,10,AP
2025,regular,1,9,Arizona State,Big 12,,11,11,11,AP
2025,regular,1,356,Illinois,Big Ten,,12,12,12,AP
2025,regular,1,2579,South Carolina,SEC,,13,13,13,AP
2025,regular,1,130,Michigan,Big Ten,,14,14,14,AP
2025,regular,1,57,Florida,SEC,,15,17,15,AP
2025,regular,1,2567,SMU,ACC,,16,16,16,AP
2025,regular,1,2306,Kansas State,Big 12,,17,20,17,AP
2025,regular,1,201,Oklahoma,SEC,,18,,18,AP
2025,regular,1,245,Texas A&M,SEC,,19,21,19,AP
2025,regular,1,84,Indiana,Big Ten,,20,19,20,AP
2025,regular,1,145,Ole Miss,SEC,,21,15,21,AP
2025,regular,1,66,Iowa State,Big 12,,22,21,22,AP
2025,regular,1,252,BYU,Big 12,,,23,23,Coaches
2025,regular,1,2641,Texas Tech,Big 12,,23,24,23,AP
2025,regular,1,2633,Tennessee,SEC,,24,18,24,AP
2025,regular,1,68,Boise State,Mountain West,,25,25,25,AP
2025,regular,2,194,Ohio State,Big Ten,,1,1,1,AP
2025,regular,2,213,Penn State,Big Ten,,2,2,2,AP
2025,regular,2,99,LSU,SEC,,3,4,3,AP
2025,regular,2,61,Georgia,SEC,,4,3,4,AP
2025,regular,2,2390,Miami,ACC,,5,7,5,AP
2025,regular,2,2483,Oregon,Big Ten,,6,5,6,AP
2025,regular,2,251,Texas,SEC,,7,6,7,AP
