game_id,season,season_type,week,start_date,home_team_id,home_team,away_team_id,away_team,provider,spread,spread_open,over_under,over_under_open,home_moneyline,away_moneyline
401012246,2018,regular,1,2018-09-02 00:00:00+00:00,333,Alabama,97,Louisville,Caesars,-24,,62.5,,,
401012246,2018,regular,1,2018-09-02 00:00:00+00:00,333,Alabama,97,Louisville,consensus,-24,,62,,,
401012246,2018,regular,1,2018-09-02 00:00:00+00:00,333,Alabama,97,Louisville,numberfire,-23.5,,60.5,,,
401012246,2018,regular,1,2018-09-02 00:00:00+00:00,333,Alabama,97,Louisville,teamrankings,-23.5,,60.5,,,
401012247,2018,regular,1,2018-09-01 20:00:00+00:00,8,Arkansas,2197,Eastern Illinois,Caesars,-34,,,,,
401012247,2018,regular,1,2018-09-01 20:00:00+00:00,8,Arkansas,2197,Eastern Illinois,consensus,-35,,58.5,,,
401012248,2018,regular,1,2018-09-01 19:30:00+00:00,2,Auburn,264,Washington,Caesars,-1,,48.5,,,
401012248,2018,regular,1,2018-09-01 19:30:00+00:00,2,Auburn,264,Washington,consensus,-1,,49,,,
401012248,2018,regular,1,2018-09-01 19:30:00+00:00,2,Auburn,264,Washington,numberfire,-2.5,,50.5,,,
401012248,2018,regular,1,2018-09-01 19:30:00+00:00,2,Auburn,264,Washington,teamrankings,-1.5,,50.5,,,
401012249,2018,regular,1,2018-09-01 23:30:00+00:00,57,Florida,2127,Charleston Southern,consensus,-43,,,,,
401012250,2018,regular,1,2018-09-01 19:30:00+00:00,61,Georgia,2046,Austin Peay,Caesars,-44,,,,,
401012250,2018,regular,1,2018-09-01 19:30:00+00:00,61,Georgia,2046,Austin Peay,consensus,-48,,59.5,,,
401012251,2018,regular,1,2018-09-01 19:30:00+00:00,96,Kentucky,2117,Central Michigan,numberfire,-17.5,,49,,,
401012251,2018,regular,1,2018-09-01 19:30:00+00:00,96,Kentucky,2117,Central Michigan,teamrankings,-17.5,,49,,,
401012253,2018,regular,1,2018-09-01 16:00:00+00:00,2641,Texas Tech,145,Ole Miss,Caesars,2.5,,67,,,
401012253,2018,regular,1,2018-09-01 16:00:00+00:00,2641,Texas Tech,145,Ole Miss,consensus,1.5,,67,,,
401012253,2018,regular,1,2018-09-01 16:00:00+00:00,2641,Texas Tech,145,Ole Miss,numberfire,2,,71.5,,,
401012253,2018,regular,1,2018-09-01 16:00:00+00:00,2641,Texas Tech,145,Ole Miss,teamrankings,2.5,,71.5,,,
401012254,2018,regular,1,2018-09-01 23:30:00+00:00,344,Mississippi State,2617,Stephen F. Austin,Caesars,-41,,,,,
401012254,2018,regular,1,2018-09-01 23:30:00+00:00,344,Mississippi State,2617,Stephen F. Austin,consensus,-47.5,,53,,,
401012255,2018,regular,1,2018-09-01 20:00:00+00:00,142,Missouri,2630,UT Martin,consensus,-35,,57,,,
401012256,2018,regular,1,2018-09-01 16:00:00+00:00,2579,South Carolina,324,Coastal Carolina,Caesars,-31,,57,,,
401012256,2018,regular,1,2018-09-01 16:00:00+00:00,2579,South Carolina,324,Coastal Carolina,consensus,-30.5,,57,,,
401012256,2018,regular,1,2018-09-01 16:00:00+00:00,2579,South Carolina,324,Coastal Carolina,numberfire,-30.5,,55.5,,,
401012256,2018,regular,1,2018-09-01 16:00:00+00:00,2579,South Carolina,324,Coastal Carolina,teamrankings,-31,,55.5,,,
401012257,2018,regular,1,2018-09-01 19:30:00+00:00,2633,Tennessee,277,West Virginia,Caesars,10,,61.5,,,
401012257,2018,regular,1,2018-09-01 19:30:00+00:00,2633,Tennessee,277,West Virginia,consensus,10,,61,,,
401012257,2018,regular,1,2018-09-01 19:30:00+00:00,2633,Tennessee,277,West Virginia,numberfire,9.5,,60.5,,,
401012257,2018,regular,1,2018-09-01 19:30:00+00:00,2633,Tennessee,277,West Virginia,teamrankings,10,,59.5,,,
401012258,2018,regular,1,2018-08-31 00:30:00+00:00,245,Texas A&M,2466,Northwestern State,consensus,-47,,63.5,,,
401012259,2018,regular,1,2018-09-01 23:30:00+00:00,238,Vanderbilt,2393,Middle Tennessee,Caesars,-3,,56.5,,,
401012259,2018,regular,1,2018-09-01 23:30:00+00:00,238,Vanderbilt,2393,Middle Tennessee,consensus,-3,,56.5,,,
401012259,2018,regular,1,2018-09-01 23:30:00+00:00,238,Vanderbilt,2393,Middle Tennessee,numberfire,-3,,57,,,
401012259,2018,regular,1,2018-09-01 23:30:00+00:00,238,Vanderbilt,2393,Middle Tennessee,teamrankings,-3,,57.5,,,
401012260,2018,regular,2,2018-09-08 19:30:00+00:00,333,Alabama,2032,Arkansas State,Caesars,-37,,63.5,,,
401012260,2018,regular,2,2018-09-08 19:30:00+00:00,333,Alabama,2032,Arkansas State,consensus,-37,,63,,,
401012260,2018,regular,2,2018-09-08 19:30:00+00:00,333,Alabama,2032,Arkansas State,numberfire,-37,,63,,,
401012260,2018,regular,2,2018-09-08 19:30:00+00:00,333,Alabama,2032,Arkansas State,teamrankings,-36.5,,63,,,
401012261,2018,regular,2,2018-09-08 23:30:00+00:00,36,Colorado State,8,Arkansas,Caesars,14,,69.5,,,
401012261,2018,regular,2,2018-09-08 23:30:00+00:00,36,Colorado State,8,Arkansas,consensus,14,,70,,,
401012261,2018,regular,2,2018-09-08 23:30:00+00:00,36,Colorado State,8,Arkansas,numberfire,14,,70,,,
401012261,2018,regular,2,2018-09-08 23:30:00+00:00,36,Colorado State,8,Arkansas,teamrankings,14,,70.5,,,
401012262,2018,regular,2,2018-09-08 23:30:00+00:00,2,Auburn,2011,Alabama State,consensus,-62,,59.5,,,
401012263,2018,regular,2,2018-09-08 23:30:00+00:00,57,Florida,96,Kentucky,Caesars,-13.5,,52.5,,,
401012263,2018,regular,2,2018-09-08 23:30:00+00:00,57,Florida,96,Kentucky,consensus,-13.5,,51.5,,,
401012263,2018,regular,2,2018-09-08 23:30:00+00:00,57,Florida,96,Kentucky,numberfire,-13.5,,51.5,,,
